Title	Artist	Date	Subject	Description	Notes	Edition	Type	Original Format	Original Size	Digital Format	Repository	Repository Collection Guide	Restrictions	Cite As	Contact Info	Frame Size	Accession Number	Language	Object File Name	Item URL	Collection URL	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Cataloger	Cataloged Date	Digitized By	Publisher	Digitized Date	Credit Line	Contributors	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Theatre lobby	Durieux, Caroline, 1896-1989	1975	Theaters; Lobbies; People; Audiences	A group of amusing opera goers dominate the fore and center ground of the picture plane. They stand against the neoclassical backdrop of the walls six fluted  columns. Between each pair of columns there are French doors with fan lights above. Occupying the foreground are two middle aged ladies. The one on the right is almost in the center of the picture and she has turned her head to the right providing a profile view of her head. Her hair is very carefully arranged in a short layered cut and her dress has a mantel of layers of lace. She wears large earrings and a necklace that looks like a series of conjoining beetles. The other foreground lady occupies the right quadrant of the image and has her left shoulder turned to the picture plane. Her dress has ruffled puff sleeves, her hair is short and tightly curled and she wears long earrings. She is speaking to a large middle aged man who has  along salt and pepper grey hair that is swept back. He has long sideburns, a thin moustache, sad turned down eyes and a cleft chin. He wears, a colorful tunic or Nehru type jacket which is patterned in a vertical rectangular shapes. He wears a large chain with large ring pendant around his neck. In the left quadrant There  is a  bald headed black man wearing wire frame glasses in profile looking toward the left. He wears a plaid jacket, big neck cloth and his shirt has ruffled sleeves.	This print was inspired by the artist's visit to the  then newly restored opera house in San Miguel Allende, Mexico, in 1971.	7 of 10	Image	Black and white cliché-verre	14 x 15-1/2 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		76.12.12		cd000015	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-12	JC		2004-07-13				2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/200	200	15619139102003_384.jp2		/CWD/image/15619139102003_384.jp2
Poisson d'avril	Durieux, Caroline, 1896-1989	1950	Fish;	A wrapped fish on a table.			Image	COLOR LITHOGRAPH	17-3/8 x 19-1/2 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.59	NA	cd000187	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	2003-12-03	NA	NA	NA		NA		2003-12-05	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/201	201	53116139102003_325.jp2		/CWD/image/53116139102003_325.jp2
Professor X	Durieux, Caroline, 1896-1989	1953	Teachers; Men; Hats	Head in profile of professional type in cap and gown. The figure has a rodent-like face with kinky hair and his eyes are closed. The caricature is wearing a mortar board which has a tassel hanging off the side with a pendant that resembles a bug.		Ed . of 2	Image	Black electron	13 x 9 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		77.22.5		cd000140	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-25	PA		2004-08-10				2004-08-13	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/202	202	50020139102003_414.jp2		/CWD/image/50020139102003_414.jp2
Indifference	Durieux, Caroline, 1896-1989	1957	Women	Young girl being blown by a gale.	the colors used are light brown, dark green and pale white. The pale white is an overprinting which gives a transparent effect to the wind-blown hair of the young girls depicted in this print. Ms. Durieux felt this last overprinting is quite effective in suggesting the element of wind blowing through hair. The subject, she related, is simply the face of a young girl she saw on a windy street in Paris. The initial drawing was made using a lithographic pencil and brush with ink washes.	5 of 15	Image	Color lithograph	18 x 13-1/2 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.79		cd000060	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-13	PA		2004-07-20		Printed in Paris by Desjobert		2004-08-13	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/203	203	42117139102003_345.jp2		/CWD/image/42117139102003_345.jp2
SHADOWS	Durieux, Caroline, 1896-1989	1957					Image	COLOR ETCHING	H: 7-5/6 rights are  W: 5-3/4by the Louis	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		99.9.6		cd000229	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1												2004-07-07	2004-07-07	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/204	204	54722139102003_459.sid		/CWD/image/54722139102003_459.sid
loneliness	Durieux, Caroline, 1896-1989	1942	Men; Banquet halls	The scene in this print depicts an actual occurrence Ms. Durieux saw while in Buenos Aires. She entered a posh hotel dining room and saw a child alone with only the waiters present. She returned to her room and made a quick sketch of the scene. It was later, upon return to the United States that she developed the final drawing.	This lithograph was drawn in a lithographic pencil and lithographic ink. The artist related that the process of having George Miller print the works was relatively uncomplicated. She would work on a stone ground fine on both sides. this allowed for her to draw on both sides. The stones were property of George Miller and were sent to Ms. Durieux for her to work her designs. After such, Ms. Durieux shipped the stones to New York for printing.	Ed.10	Image	Black lithograph	10-7/8 x 8-3/8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.19		cd000158	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-25	JC		8-10-04		George Miller		2004-08-10	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/205	205	60914139102003_281.jp2		/CWD/image/60914139102003_281.jp2
Les sorcieres effrayees	Durieux, Caroline, 1896-1989	1950	Abstract paintings	The work is basically linear in its presentation of witches' faces. These haggard faces become more obvious when viewed from a short distance, their forms merging from the variety of lines.	The print was conceived and worked in a reverse method -- i.e., working the stone from black to white. This is accomplished by employing large amounts of scraping, thus creating the light areas. Ms. Durieux related that she used a razor blade to scrape large portions thus creating a scumbling texture on the stone. She also assorted lithographic needles to create a variety of lines. The overprinting of purple adds warmth to the composition. Ms. Durieux stated that she was once told that one should have trouble seeing witches, thus, her witches are not so easily discernable.	Ed. 18	Image	Color lithograph	20 x 15-3/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.65		cd000065	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-13	PA		2004-07-20		Printed in Paris by Desjobert.		2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/206	206	84316139102003_332.jp2		/CWD/image/84316139102003_332.jp2
FETISH	Durieux, Caroline, 1896-1989	1977	NA	NA			Image	BLACK ELECTRON WITH HAND COLOR	H: 10   W: 10	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		77.22.22	NA	cd000200	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	NA	NA	NA	NA		NA		2004-02-16	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/207	207	28120139102003_409.jp2		/CWD/image/28120139102003_409.jp2
Bourbon street, New Orleans	Durieux, Caroline, 1896-1989	1942	Singers; Bars	Two woman singers singing in a bar on Bourbon Street, New Orleans, La. The tile explains the scene, one typical to the nightclub activity of Bourbon Street. The scene is an active one in which a crowded audience of sailors and soldiers enjoy the performance of two female singers.	A minimal amount of scraping was employed by the artist on this print. The print was done in response to an invitation for Ms. Durieux's participation in a traveling exhibition. This 1942  exhibition was entitled "Artists for Victory" and was organized by the New York Graphic Society. The print is an artist copy. Ms Durieux related that another copy of this print "traveled" the entire South Pacific by boat. It seems that print was purchased by the wife of a commander of a P.T. boat and presented to her husband, who carried the print with him throughout his tour of duty. The singers, place in the immediate foreground, appear to convey the lively rhythm of "swing" music, so popular in the 1940's.	Ed. 10	Image	Black lithograph	10-5/8 x 10 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.18		cd000149	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-25	PA		2004-08-10		Printed in New York by George Miller.		2004-08-13	2008-03-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/208	208	57814139102003_280.jp2		/CWD/image/57814139102003_280.jp2
FRENCH MARKET OR AUX HALLES	Durieux, Caroline, 1896-1989				Image unavailable		Image	BLACK ON WHITE ETCHING PRINT	H: 7-7/8"" W: 5-7/8""	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		99.9.2		cd000227	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA											2004-06-29	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/209	209	35922139102003_455.sid		/CWD/image/35922139102003_455.sid
Decadence	Durieux, Caroline, 1896-1989	1950	Masks; Ghosts	The vignetted composition suggests a skull within its area, although it is a composite of all those forms, whether suggestive of a reality or not, which the artist felt looked decadent. One may interpret this work as an emotional response buy the artist to those visual forms suggested within the picture. Ms. Durieux felt that each form brings a disturbing reaction from herself.	Printed by the artist at LSU in 1950. The drawing, done on stone, was made using lithographic pencil, ink, scraping and rubbing. The rich dark areas are achieved by applying ink with a brush.	Ed. 8	Image	Black lithograph	16 x 9-1/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.52		cd000088	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-18	PA		2004-07-27				2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/210	210	23416139102003_318.jp2		/CWD/image/23416139102003_318.jp2
