Title	Creator	Date	Physical Description	Summary	Description	Language	Type	Subjects	Series	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Charles de Rabars to Auguste Doussan, 1841 June 30	Rabars, Charles de	1841-06-30	1 letter.	(Brun?), Mailed from Libourne, June 30, 1841, Charles de Rabars to Auguste Doussan at Grasse.  The writer does not know where Auguste is, but he is sending the letter to Grasse.  De Rabars mentions that his son had been sent to Africa for military service, got sick, was put in a hospital in Algiers, and was then sent to Aix, where he is now at a convalescent home.  Charles the younger has run up many expenses.  He had committed 'folies' in his regiment at Lyons (which is why he had been sent to Africa).  Charles the elder is greatly humiliated and wants Auguste to take the son into Auguste's home for a while.  Charles the elder's wife is suffering from all of this as well, but their daughter, Mathilde, is their consolation.  De Rabars lists Mathilde's good qualities.  The writer relates that he was 40 when he made Auguste's acquaintance, and now he is 50.	Mailed from Libourne. Charles de Rabars to Auguste Doussan in Grasse.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars details his son's military service in Africa as well as his personal and financial difficulties.  De Rabars expresses his desire to have Auguste take in his son for a while.	French.	Text.	Rabars, Charles deily; Doussan, Auguste Alexandre; Libourne (France)--History--19th Century; Grasse (France)--History--19th Century; Male Friendship--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 320	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/839	839	867.cpd	/p16313coll76/image/867.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/840	840	868.jp2	/p16313coll76/image/868.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/841	841	869.jp2	/p16313coll76/image/869.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/842	842	870.jp2	/p16313coll76/image/870.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/843	843	871.jp2	/p16313coll76/image/871.jp2
Charles de Rabars to Auguste Doussan, 1849 Aug. 3	Rabars, Charles de	1849-08-03	1 letter.	August 3, 1849, Mailed from Libourne, France, Charles de Rabars to Auguste Doussan in Grasse.  De Rabars relates an outbreak of cholera in the Bordeaux region.	Mailed from Libourne, France. Charles de Rabars to Auguste Doussan in Grasse. Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana. De Rabars relates an outbreak of cholera in the Bordeaux region.	French.	Text.	Rabars, Charles deily; Doussan, Auguste Alexandre; Libourne (France)--History--19th Century; Grasse (France)--History--19th Century; Bordeaux (France)--History--19th Century; Cholera--France--History--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 350	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/844	844	872.cpd	/p16313coll76/image/872.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/845	845	873.jp2	/p16313coll76/image/873.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/846	846	874.jp2	/p16313coll76/image/874.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/847	847	875.jp2	/p16313coll76/image/875.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/848	848	876.jp2	/p16313coll76/image/876.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/849	849	877.jp2	/p16313coll76/image/877.jp2
Page 6																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/850	850	878.jp2	/p16313coll76/image/878.jp2
Page 7																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/851	851	879.jp2	/p16313coll76/image/879.jp2
Page 8																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/852	852	880.jp2	/p16313coll76/image/880.jp2
Page 9																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/853	853	881.jp2	/p16313coll76/image/881.jp2
Page 10																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/854	854	882.jp2	/p16313coll76/image/882.jp2
Page 11																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/855	855	883.jp2	/p16313coll76/image/883.jp2
Page 12																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/856	856	884.jp2	/p16313coll76/image/884.jp2
Page 13																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/857	857	885.jp2	/p16313coll76/image/885.jp2
Page 14																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/858	858	886.jp2	/p16313coll76/image/886.jp2
Page 15																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/859	859	887.jp2	/p16313coll76/image/887.jp2
Page 16																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/860	860	888.jp2	/p16313coll76/image/888.jp2
Page 17																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/861	861	889.jp2	/p16313coll76/image/889.jp2
Page 18																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/862	862	890.jp2	/p16313coll76/image/890.jp2
Page 19																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/863	863	891.jp2	/p16313coll76/image/891.jp2
Page 20																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/864	864	892.jp2	/p16313coll76/image/892.jp2
Page 21																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/865	865	893.jp2	/p16313coll76/image/893.jp2
Page 22																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/866	866	894.jp2	/p16313coll76/image/894.jp2
Page 23																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/867	867	895.jp2	/p16313coll76/image/895.jp2
Page 24																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/868	868	896.jp2	/p16313coll76/image/896.jp2
Page 25																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/869	869	897.jp2	/p16313coll76/image/897.jp2
Page 26																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/870	870	898.jp2	/p16313coll76/image/898.jp2
Anonymous draft of a letter to 'Mon Cher Ami,' 1832 Mar. 18	Anonymous	1832-03-18	1 letter.	March 18, 1832, Anonymous draft of a letter to 'Mon Cher Ami.'  'Dedicace au comte de [scratched out] Thibeaudou [or Thibeaudon].'  This draft with many corrections on it is a lengthy treatise on United States government as compared to European governments.	Anonymous draft of a letter dedicated to Count Thibeadou or Thibeaudon.  The author writes on the differences between the United States government and European governments.	French.	Text.	Europe, Western--Politics and Government; Louisiana--Politics and Government--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 315	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/871	871	899.cpd	/p16313coll76/image/899.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/872	872	900.jp2	/p16313coll76/image/900.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/873	873	901.jp2	/p16313coll76/image/901.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/874	874	902.jp2	/p16313coll76/image/902.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/875	875	903.jp2	/p16313coll76/image/903.jp2
Articles du Contrat de Mariage de Mr et Mme Ambert, Reçu par Mes Berceon et Huillier, undated 	Ambert Family	undated	1 letter.	Undated, 'Copie Complète des Articles du Contrat de Mariage de Mr et Mme Ambert, Reçu par Mes Berceon et Huillier, Notaires à Paris, Ce 12 Mars 1838.' 	General Baron Joachim Ambert was a French military officer and nobleman with whom Antoine and Auguste Doussan had dealings.  This letter contains a copy of a marriage Contract for Mr. and Mrs. Ambert.  	French.	Text.	Ambert Family; Paris (France)--History--19th Century; Man-Woman Relationships--France--19th Century; France--Social Life and Customs--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 352	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/876	876	904.cpd	/p16313coll76/image/904.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/877	877	905.jp2	/p16313coll76/image/905.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/878	878	906.jp2	/p16313coll76/image/906.jp2
Copie de la Lettre Écrite à Ambert, 1849 July 19 	Ambert, Joachim	1849-07-19	1 letter.	Copie de la Lettre Écrite à Ambert le 19 Juillet 1849.'  The letter concerns the legality of a marriage contract. 	General Baron Joachim Ambert was a French military officer and nobleman with whom Antoine and Auguste Doussan had dealings. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Copy of a letter written by Joachim Ambert. The letter concerns the legality of a marriage contract.	French.	Text.	Ambert Family	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 349	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/879	879	907.cpd	/p16313coll76/image/907.cpd
