Title	Date	Caption/Description	Notes	Format	Cite as	Creator	Subject Headings	Category	Sub-category	Publisher	Restrictions	Repository	Contact and Ordering Information	File Name	Source	Type	Language	Relation	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Spanish Fort Quadrangle, LA, 1938	1938	Planimetric map of Spanish Fort Quadrangle, Orleans Parish, LA, 1938.		TIF	U.S. Geological Survey.   Spanish Fort Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1938.	Reineck, R. H.	Orleans Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/203	203	204.jp2	/p15140coll35/image/204.jp2
Sulphur Quadrangle, LA, 1932	1932	Planimetric map of Sulphur Quadrangle, Calcasieu Parish, LA, 1932.		TIF	U.S. Geological Survey.   Sulphur Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Calcasieu Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/204	204	205.jp2	/p15140coll35/image/205.jp2
Sweet Lake Quadrangle, LA, 1935	1935	Planimetric map of Sweet Lake Quadrangle, Cameron Parish, LA.		TIF	U.S. Geological Survey.   Sweet Lake Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Cabaniss, D.R.	Cameron Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/205	205	206.jp2	/p15140coll35/image/206.jp2
Taylor Pass Quadrangle, LA, 1935	1935	Planimetric map of Taylor Pass Quadrangle, St. Bernard Parish, LA, 1935.		TIF	U.S. Geological Survey.   Taylor Pass Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/206	206	207.jp2	/p15140coll35/image/207.jp2
Thibodaux Quadrangle, N.E. Quarter, LA, 1932	1932	Planimetric map of Thibodaux Quadrangle, N.E. Quarter, LA, 1932.		TIF	U.S. Geological Survey.   Thibodaux Quadrangle, N.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Lafourche Parish (La.)--Maps, Topographic, Saint James Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/207	207	208.jp2	/p15140coll35/image/208.jp2
Theriot Quadrangle, LA, 1935	1935	Planimetric map of Theriot Quadrangle, Terrebonne Parish, LA, 1935.		TIF	U.S. Geological Survey.   Theriot Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/208	208	209.jp2	/p15140coll35/image/209.jp2
Thibodaux Quadrangle, N.W. Quarter, LA, 1932	1932	Planimetric map of Thibodaux Quadrangle, N.W. Quarter, LA, 1932.		TIF	U.S. Geological Survey.   Thibodaux Quadrangle, N.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Assumption Parish (La.)--Maps, Topographic, Saint James Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/209	209	210.jp2	/p15140coll35/image/210.jp2
Thibodaux Quadrangle, S.E. Quarter, LA, 1932	1932	Planimetric map of Thibodaux Quadrangle, S.E. Quarter, LA, 1932.		TIF	U.S. Geological Survey.   Thibodaux Quadrangle, S.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Lafourche Parish (La.)--Maps, Topographic, Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/210	210	211.jp2	/p15140coll35/image/211.jp2
Thibodaux Quadrangle, S.W. Quarter, LA, 1932	1932	Planimetric map of Thibodaux Quadrangle, S.W. Quarter, Lafourche and Ascension Parishes, LA, 1932.		TIF	U.S. Geological Survey.   Thibodaux Quadrangle, S.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Lafourche Parish (La.)--Maps, Topographic, Ascension Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/211	211	212.jp2	/p15140coll35/image/212.jp2
Thornwell Quadrangle, LA, 1932	1932	Planimetric map of Thornwell Quadrangle, Jefferson Davis Parish, LA, 1932.		TIF	U.S. Geological Survey.   Thornwell Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Jefferson Davis Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/212	212	213.jp2	/p15140coll35/image/213.jp2
Timbalier Island Quadrangle, LA, 1935	1935	Planimetric map of Timbalier Island Quadrangle, Terrebonne Parish, LA, 1935.		TIF	U.S. Geological Survey.   Timbalier Island Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/213	213	214.jp2	/p15140coll35/image/214.jp2
Toomey Quadrangle, LA, 1932	1932	Planimetric map of Toomey Quadrangle, Calcasieu Parish, LA, 1932.		TIF	U.S. Geological Survey.   Toomey Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Calcasieu Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/214	214	215.jp2	/p15140coll35/image/215.jp2
Tropical Bend Quadrangle, LA, 1935	1935	Planimetric map of Tropical Bend Quadrangle, Plaquemines Parish, LA, 1935.		TIF	U.S. Geological Survey.   Tropical Bend Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/215	215	216.jp2	/p15140coll35/image/216.jp2
Venice Quadrangle, LA, 1935	1935	Planimetric map of Venice Quadrangle, St. Bernard Parish, LA, 1935.		TIF	U.S. Geological Survey.   Venice Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/216	216	217.jp2	/p15140coll35/image/217.jp2
Viguerie Canal Quadrangle, LA, 1935	1935	Planimetric map of Viguerie Canal Quadrangle, Terrebonne Parish, LA, 1935.		TIF	U.S. Geological Survey.   Viguerie Canal Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/217	217	218.jp2	/p15140coll35/image/218.jp2
