Title	Compound	Photographer	Notes	Biographical Information	Description	Type	Date	Original Format/Size	Subject(s)	Geographic Focus	Collection Name	Box	Folder	Series	Sub-series	Digital Format	Digital Reproduction Information	Repository	Dates	Item Number	Related Items	Restrictions	Cataloger	Contact and Ordering Information	Cataloged date	Item URL	OCR	Cite As	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Page 76					Page 76 of the album includes two photographs.; Photograph 1 [281] shows a man operating a Buckeye Steam Traction Ditcher to create an irrigation trench/ditch. The Buckeye Steam Traction Ditcher was patented by James B. Hill, a resident of Ohio who moved to Raceland, La. In 1914, where he developed seed corn and equipment to drain Louisiana swamplands.; Photograph 2 [282] shows tall leafy crops under a wooden slat canopy, man in a hat and suspenders stands among the crops.				Agricultural machinery.; Agriculture--Louisiana.; Crops.; Farmers.												Compare Photograph 1 to the following publication.  Hancock Historical Museum Association (1988, August 5) Buckeye Steam Traction Ditcher. Retrieved August 4, 2014, from https://www.asme.org/getmedia/53358c3a-ab48-4022-a07a-eefb0baeac56/133-Buckeye-Steam-Traction-Ditcher.aspx										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3824	3824	4108.jpg	Volume167/LSUAgExt113_Page 76.jpg	/LSU_UAP/image/4108.jpg
Page 77					Page 77 of the album includes two photographs.; Photograph 1 [279] shows a miscanthus bush among trees and pathway.  Farmhouse barely visible in the background.; Photograph 2 [280] shows an expansive greenhouse interior with a pathway, large trees, palms and exotic plants inside. [Probable LSU campus greenhouse.]				Louisiana State University and Agricultural and Mechanical College. University College.; College buildings.; Trees.; Plants.; Greenhouses.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3825	3825	4109.jpg	Volume167/LSUAgExt114_Page 77.jpg	/LSU_UAP/image/4109.jpg
Page 78					Photograph on Page 78 shows the interior of a Demonstration Train car containing agricultural exhibits.				Railroad trains.; Teaching demonstrations.; Agriculture--Louisiana.; Farm produce.; Agricultural exhibitions.												Compare photograph to the following publication.  Demonstration Train Ends Successful Campaign Tour. (1910, October 16) The daily picayune, Vol.74 (No. 264), p. 4.  Retrieved August 4, 2014, from  http://docs.newsbank.com/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:EANX&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=1264D160C2E21CFD&svc_dat=HistArchive:ahnpdoc&req_dat=0D0CB538641481A0										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3826	3826	4110.jpg	Volume167/LSUAgExt115_Page 78.jpg	/LSU_UAP/image/4110.jpg
Page 79					Photograph on Page 79 shows an orange or satsuma tree in a grove.				Oranges.; Fruit trees.; Agriculture--Louisiana.; Farm produce.; Crops.; Satsuma orange.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3827	3827	4111.jpg	Volume167/LSUAgExt116_Page 79.jpg	/LSU_UAP/image/4111.jpg
Page 80					Photograph on Page 80 shows detail of orange or satsuma fruit on a branch.				Oranges.; Fruit trees.; Agriculture--Louisiana.; Farm produce.; Crops.; Satsuma orange.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3828	3828	4112.jpg	Volume167/LSUAgExt117_Page 80.jpg	/LSU_UAP/image/4112.jpg
Page 81					Photograph on Page 81 shows several rows of trees in a field.				Trees.; Agriculture--Louisiana.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3829	3829	4113.jpg	Volume167/LSUAgExt118_Page 81.jpg	/LSU_UAP/image/4113.jpg
Page 82					Page 82 of the album includes two photographs.; Photograph 1 [143] shows a wooden barn interior with corn stalks stored on the second story loft.; Photograph 2 [161] shows several crop stacks set out to dry across a field.  Men and women work the field in the distance.				Barns.; Farm buildings.; Agriculture--Louisiana.; Crops.; Forage plants--Drying.; Farmers.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3830	3830	4114.jpg	Volume167/LSUAgExt119_Page 82.jpg	/LSU_UAP/image/4114.jpg
Page 83					Photograph on Page 83 shows rice fields along a dirt road with telephone poles leading to the town of Crowley in the distance.  Probable Rice Experiment Station in Crowley, Louisiana.				Agriculture--Louisiana.; Agricultural experiment stations.; Rice.; Crowley (La.)												Compare photograph to the following publication.  Stubbs, W.C. (1900) Rice. Louisiana Bulletin, No. 61, pp. 371-436.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3831	3831	4115.jpg	Volume167/LSUAgExt120_Page 83.jpg	/LSU_UAP/image/4115.jpg
Page 84					Page 84 of the album includes two photographs.; Photograph 1 [144] shows overhead shot of Audubon Sugar School in Audubon Park, New Orleans.  Mississippi River shown in the distance.; Photograph 2 [145] shows LSU campus from across a field.  Garig, Irion, Heard and Robertson Halls, Hill Memorial Library, and Alumni (David F. Boyd) Memorial Hall are shown in the background.				Audubon Sugar School.; Audubon Park (New Orleans, La.); Sugarcane.; Agriculture--Louisiana.; Agricultural experiment stations.; Crops.; Louisiana State University and Agricultural and Mechanical College. University College.; College buildings.												Compare Photograph 1 to the following publication.  Coates, C.E. (1917, May) An Experiment in the Education of Chemical Engineers: The Twenty-Fifth Anniversary of the Audubon Sugar School. University Bulletin, Vol. 8, N.S. (No. 5), p. 6.  Photograph is captioned, "Fig. II - General View of Plats at Experiment Station, Audubon Sugar School."; Additional photographs of the Audubon Sugar School may be found digitized in the LDL within the LSU Photograph Collection.  Retrieved August 4, 2014, fromhttp://cdm16313.contentdm.oclc.org/cdm/search/collection/LSU_UAP/searchterm/audubon%20sugar%20school/field/all/mode/any/conn/and/order/nosort/ad/asc/cosuppress/1										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3832	3832	4116.jpg	Volume167/LSUAgExt121_Page 84.jpg	/LSU_UAP/image/4116.jpg
Page 85					Page 85 of the album includes two photographs.; Photograph 1 [141] shows an expansive field of crops.; Photograph 2 [142] shows a field where crops are stacked and left out to dry.  Several men and women stack probable shocks of peanuts on poles for drying purposes.				Agriculture--Louisiana.; Crops.; Forage plants--Drying.; Farmers.; Men.; Women.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3833	3833	4117.jpg	Volume167/LSUAgExt122_Page 85.jpg	/LSU_UAP/image/4117.jpg
Page 86					Page 86 of the album includes three photographs.; Photograph 1 [132] shows a canal for possible rice irrigation narrowing through expansive fields with no trees.; Photograph 2 [133] shows a canal for possible rice irrigation narrowing through expansive fields with no trees.; Photograph 3 [134] shows rice bundles stacked in a field.  Thresher, rice straw pile and buildings shown in the distance.				Canals.; Rice--Irrigation.; Flumes.; Agriculture--Louisiana.; Rice.; Threshing machines.; Crops.; Farm buildings.; Rice--Drying.												Compare Photographs 1-3 to the following publication.  Stubbs, W.C. (1900) Rice. Louisiana Bulletin, No. 61, pp. 371-436.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3834	3834	4118.jpg	Volume167/LSUAgExt123_Page 86.jpg	/LSU_UAP/image/4118.jpg
Page 87					Photograph on Page 87 shows cowpeas in an expansive field.  Buildings and tree line shown in the distance.				Agriculture--Louisiana.; Crops.; Farm buildings.												Similar photograph found on Page 89, image 138.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3835	3835	4119.jpg	Volume167/LSUAgExt124_Page 87.jpg	/LSU_UAP/image/4119.jpg
Page 88					Photograph on Page 88 shows harvested rice bundle stacks drying in a field.  Tree line, road, and telephone lines shown in the distance.				Agriculture--Louisiana.; Crops.; Rice--Drying.; Rice.												Compare photograph to the following publication.  Stubbs, W.C. (1900) Rice. Louisiana Bulletin, No. 61, pp. 371-436.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3836	3836	4120.jpg	Volume167/LSUAgExt125_Page 88.jpg	/LSU_UAP/image/4120.jpg
Page 89					Photograph on Page 89 shows cowpeas in an expansive field.  Buildings and tree line shown in the distance.				Agriculture--Louisiana.; Crops.												Similar photographs found on Page 87, image 136.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3837	3837	4121.jpg	Volume167/LSUAgExt126_Page 89.jpg	/LSU_UAP/image/4121.jpg
Page 90					Photograph on Page 90 shows clover with flowers shot from ground level, a hat and ruler are shown in the foreground. A sliver of porch steps and farm buildings seen along top edge of photograph.				Clover.; Agriculture--Louisiana.; Crops.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3838	3838	4122.jpg	Volume167/LSUAgExt127_Page 90.jpg	/LSU_UAP/image/4122.jpg
Page 91					Photograph on Page 91 shows a field of cowpeas.  Tree line and fence shown in the distance.				Agriculture--Louisiana.; Crops.; Legumes.; Beans.												Photograph published in the following journal.  Dodson, W.R. (1915, June) The Best Crops to Grow for Hogs. Extension Circular, No. 3, pp. 23-50.  Photograph is captioned, "Cowpeas on experiment station."										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3839	3839	4123.jpg	Volume167/LSUAgExt128_Page 91.jpg	/LSU_UAP/image/4123.jpg
Page 92					Photograph on Page 92 shows several rows of trees.  A man in overalls stands next to a tree in the grove.				Trees.; Man.; Farmer.; Agriculture--Louisiana.; Crops.; Orchards.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3840	3840	4124.jpg	Volume167/LSUAgExt129_Page 92.jpg	/LSU_UAP/image/4124.jpg
Page 93					Photograph on Page 93 shows a lumberyard in the foreground with a wooden boardwalk along the right edge of the image frame.  Wooden houses with picket fences and trees shown in the background.				Lumber.; Lumber-yards.; Wooden-frame houses.; Small cities.; Agriculture--Louisiana.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3841	3841	4125.jpg	Volume167/LSUAgExt130_Page 93.jpg	/LSU_UAP/image/4125.jpg
Page 94					Photograph on Page 94 shows trees being harvested in a forest.  Processed timber stacked for drying with a man standing center frame.				Agriculture--Louisiana.; Wood products.; Tree felling.; Loggers.; Trees.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3842	3842	4126.jpg	Volume167/LSUAgExt131_Page 94.jpg	/LSU_UAP/image/4126.jpg
Page 95					Photograph on Page 95 shows trees being harvested in a forest.  Felled timber loaded onto horse drawn wagons with a steam powered loader.  Several men and horses involved in procedure.				Agriculture--Louisiana.; Wood products.; Tree felling.; Loggers.; Trees.; Timber.; Lumber-Transportation.; Horses.; Cattle.; Men.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3843	3843	4127.jpg	Volume167/LSUAgExt132_Page 95.jpg	/LSU_UAP/image/4127.jpg
Page 96					Photograph on Page 96 shows trees being harvested in a forest.  Felled tree in the foreground beside its stump.  Three men and a woman shown in the background.				Agriculture--Louisiana.; Tree felling.; Trees.; Timber.; Men.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3844	3844	4128.jpg	Volume167/LSUAgExt133_Page 96.jpg	/LSU_UAP/image/4128.jpg
Page 97					Photograph on Page 97 shows lumber stacked along railroad tracks. Illinois Central Railroad train car probably used to transport lumber.				Agriculture--Louisiana.; Wood products.; Timber.; Lumber-Transportation.; Railroad trains.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3845	3845	4129.jpg	Volume167/LSUAgExt134_Page 97.jpg	/LSU_UAP/image/4129.jpg
Page 98					Photograph on Page 98 shows three men, a boy, and a horse in a tall forest of trees.  Sunlight shown through the leaves.				Trees.; Men.; Horses.; Forestry extension.; Agriculture--Louisiana.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3846	3846	4130.jpg	Volume167/LSUAgExt135_Page 98.jpg	/LSU_UAP/image/4130.jpg
Page 99					Photograph on Page 99 shows three men with mustaches and one without standing in front of a large live oak. A small arch bridge and pond are shown in the background.				Trees.; Men.; Hats.; Suits (clothing); Wooden bridges.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3847	3847	4131.jpg	Volume167/LSUAgExt136_Page 99.jpg	/LSU_UAP/image/4131.jpg
Page 100					Page 100 of the album includes two photographs.; Photograph 1 [78] shows lespedeza crops with folding ruler used to illustrating scale.; Photograph 2 [32] shows lespedeza crops with extended folding ruler used to illustrate scale.  Hand shown in bottom right corner.				Lespedeza.; Crops.; Agriculture--Louisiana.												Photograph 1 was published in the following journal.  Dodson, W.R. (1911, September) Lespedeza or Japan Clover. Louisiana Bulletin, No. 130, p. 29.  Photograph is captioned, "Lespedeza, With Some Bermuda Grass, Seen at Close Range, Foreground Cut Away; Yield Probably Two Tons Per Acre."  Retrieved August 4, 2014, from  http://books.google.com/books?id=de42AQAAIAAJ&pg=RA5-PA1&lpg=RA5-PA1&dq=Louisiana+Bulletin+No.+130+1911+Dodson&source=bl&ots=2rOHUxPJUa&sig=n32VJFq6oJR99Jyfmtrvi46E-hY&hl=en&sa=X&ei=ZyrEU7D0AeXo8QGdj4DQDg&ved=0CCUQ6AEwAQ#v=onepage&q=Sherwood&f=false										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3848	3848	4132.jpg	Volume167/LSUAgExt137_Page 100.jpg	/LSU_UAP/image/4132.jpg
Page 101					Page 101 of the album includes three photographs.; Photograph 1 [77] shows a man in a straw hat, suspenders, and tie standing in a field of rice.; Photograph 2 [76] shows a man hunched over in a rice field checking out crops.  Buildings shown in the background [probable Rice Experiment Station in Crowley].; Photograph 3 [59] shows a man hunched over in a rice field checking out crops.  Buildings shown in the background [probable Rice Experiment Station in Crowley].				Agriculture--Louisiana.; Agricultural experiment stations.; Rice.; Crowley (La.); Crops.; Rice.; Farm buildings.; Men.; Farmers.; Suspenders.; Hats.												Compare photographs to the following publication.  Stubbs, W.C. (1900) Rice. Louisiana Bulletin, No. 61, pp. 371-436.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3849	3849	4133.jpg	Volume167/LSUAgExt138_Page 101.jpg	/LSU_UAP/image/4133.jpg
