Title	Lingustic Category	Author	Author's Gender	Author's Occupation	Author's Social Class	Author's Place of Birth	Writing Location	Date	Addressee	Addressee's Location	Document Type	Notes	Extent (Pages)	Subject	Language	Repository	Repository Collection	Repository Collection Guide	Shelf Location	Cite As	Restrictions	Digital Collection	Contact and Ordering Information	Item URL	Transcription	Related Collections	Item Number	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
James Durnin letter, 1854 Mar. 29	Irish/Scots.	Durnin, James, 1840-1907.	M	Builder/Soldier	middle	Ireland	(unknown)	1854-03-29		(unknown)	personal	rough drafts of love letter and poems	4	Irish--Louisiana.	en, cel	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	James and John Durnin papers, 1849-1881.	http://www.lib.lsu.edu/special/findaid/0697.pdf	E:4, Folder 1:1	James and John Durnin Papers, Mss. 697, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/905	905	906.cpd	/p15140coll41/image/906.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/906	906	907.jp2	/p15140coll41/image/907.jp2
069710311859ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/907	907	908.pdf	/p15140coll41/image/908.pdf
James Durnin letter, 1859 Oct. 31	Irish/Scots.	Durnin, James, 1840-1907.	M	Builder/Soldier	middle	Ireland	Tickfaw (La.)	1859-10-31	Durnin, John, 1842-1912.	Greensburg (La.)	personal	news	1	Louisiana--History--19th century.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	James and John Durnin papers, 1849-1881.	http://www.lib.lsu.edu/special/findaid/0697.pdf	E:4, Folder 1:1	James and John Durnin Papers, Mss. 697, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/908	908	909.cpd	/p15140coll41/image/909.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/909	909	910.jp2	/p15140coll41/image/910.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/910	910	911.jp2	/p15140coll41/image/911.jp2
069709011861ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/911	911	912.pdf	/p15140coll41/image/912.pdf
069709011861tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/912	912	913.pdf	/p15140coll41/image/913.pdf
James Durnin letter, 1861 Sept. 1	Irish/Scots.	Durnin, James, 1840-1907.	M	Builder/Soldier	middle	Ireland	Camp Chalmette (La.)	1861-09-01		(unknown)	personal	news	2	Louisiana--History--Civil War, 1861-1865.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	James and John Durnin papers, 1849-1881.	http://www.lib.lsu.edu/special/findaid/0697.pdf	E:4, Folder 1:1	James and John Durnin Papers, Mss. 697, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/913	913	914.cpd	/p15140coll41/image/914.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/914	914	915.jp2	/p15140coll41/image/915.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/915	915	916.jp2	/p15140coll41/image/916.jp2
069709131864ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/916	916	917.pdf	/p15140coll41/image/917.pdf
069709131864tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/917	917	918.pdf	/p15140coll41/image/918.pdf
James Durnin letter, 1864 Sept. 13	Irish/Scots.	Durnin, James, 1840-1907.	M	Builder/Soldier	middle	Ireland	Camp Woodville (Miss.)	1864-09-13		(unknown)	personal	news from war	2	Louisiana--History--Civil War, 1861-1865.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	James and John Durnin papers, 1849-1881.	http://www.lib.lsu.edu/special/findaid/0697.pdf	E:4, Folder 1:1	James and John Durnin Papers, Mss. 697, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/918	918	919.cpd	/p15140coll41/image/919.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/919	919	920.jp2	/p15140coll41/image/920.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/920	920	921.jp2	/p15140coll41/image/921.jp2
532212091801ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/921	921	922.pdf	/p15140coll41/image/922.pdf
532212091801tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/922	922	923.pdf	/p15140coll41/image/923.pdf
James Gibson letter, 1801 Dec. 9	Anglophone.	Gibson, James.	M	Ship Captain	middle	USA (?)	Mississippi River (La.)	1801-12-09	Payne, William.	New Orleans (La.)	business	near shipwreck in Mississippi	2	Louisiana--History--1803-1865.	en	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/923	923	924.cpd	/p15140coll41/image/924.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/924	924	925.jp2	/p15140coll41/image/925.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/925	925	926.jp2	/p15140coll41/image/926.jp2
532205291804ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/926	926	927.pdf	/p15140coll41/image/927.pdf
James Gibson letter, 1804 May 29	Anglophone.	Gibson, James.	M	Ship Captain	middle	USA (?)	Mississippi, river (La.)	1804-05-29	McDonogh, John, 1779-1850.	New Orleans (La.)	business	news from ship	1	Louisiana--History--1803-1865.	en	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/927	927	928.cpd	/p15140coll41/image/928.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/928	928	929.jp2	/p15140coll41/image/929.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/929	929	930.jp2	/p15140coll41/image/930.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/930	930	931.jp2	/p15140coll41/image/931.jp2
532205201844.1ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/931	931	932.pdf	/p15140coll41/image/932.pdf
532205201844.1tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/932	932	933.pdf	/p15140coll41/image/933.pdf
James McGeorge letter 1, 1844 May 20	Black Creole.	McGeorge, James.	M	Farmer	lower	USA	Monrovia (Liberia)	1844-05-20	McDonogh, John, 1779-1850.	New Orleans (La.)	personal	news, well-wishing, and requests	2	African Americans -- Colonization -- Liberia.	en	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/933	933	934.cpd	/p15140coll41/image/934.cpd
