Title	Volume	Issue	Author	Publication Date	Call Number	Subject	Publisher	Description	Copyright	Notes	Type	Format	Language	Relation	Coverage	Audience	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Louisiana Conservationist	9	No. 10	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/485	485	486.pdf	/p16313coll45/image/486.pdf
Louisiana Conservationist	9	No. 11	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/486	486	487.pdf	/p16313coll45/image/487.pdf
Louisiana Conservationist	9	No. 1	Department of Conservation, State of Louisiana	1956	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.	12/1/1956									2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/487	487	488.pdf	/p16313coll45/image/488.pdf
Louisiana Conservationist	9	No. 2	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/488	488	489.pdf	/p16313coll45/image/489.pdf
Louisiana Conservationist	9	No. 3	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/489	489	490.pdf	/p16313coll45/image/490.pdf
Louisiana Conservationist	9	No. 4	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/490	490	491.pdf	/p16313coll45/image/491.pdf
Louisiana Conservationist	9	No. 5	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/491	491	492.pdf	/p16313coll45/image/492.pdf
Louisiana Conservationist	9	No. 6	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/492	492	493.pdf	/p16313coll45/image/493.pdf
Louisiana Conservationist	9	No. 7	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/493	493	494.pdf	/p16313coll45/image/494.pdf
Louisiana Conservationist	9	No. 8	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/494	494	495.pdf	/p16313coll45/image/495.pdf
Louisiana Conservationist	9	No. 9	Department of Conservation, State of Louisiana	1957	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/495	495	496.pdf	/p16313coll45/image/496.pdf
Louisiana Conservationist	4	No. 5	Department of Conservation, State of Louisiana	1952	SK 351 L62	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/496	496	497.pdf	/p16313coll45/image/497.pdf
