Title	Photographer	Compound	Date	Subjects	Notes	Digital Format	Repository	Collection Name	Collection Source	Original Format/Size	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Pilgrimage Headquarters	Norman Studio		ca. 1940	Natchez (Miss.)--Photographs.;Pilgrimage Garden Club of Natchez--Photographs.	Photograph of the building set up as headquarters for the Natchez Pilgrimage . On the porch of the house are signs which list the names of various homes that are part of the Pilgrimage tour.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804x0848p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/151	151	152.jpg	/LSU_TJP/image/152.jpg
Eola Hotel	Norman Studio		1927 July 27	Natchez (Miss.)--Photographs.;Storefronts--Mississippi--Natchez--Photographs.;Eola Hotel (Natchez, Miss.)--Photographs.	Photograph of street front of Eola Hotel and adjacent buildings taken from across street at an upper level.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804x0850p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/152	152	153.jpg	/LSU_TJP/image/153.jpg
Natchez Hotel	Norman Studio		ca. 1910	Natchez (Miss.)--Photographs.;Natchez Hotel (Natchez, Miss.)--Photographs.	View of hotel at corner of Franklin and Pearl Streets.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804x0851p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/153	153	154.jpg	/LSU_TJP/image/154.jpg
Hunter's Meat Market	Norman Studio		ca. 1920	Natchez (Miss.)--Photographs.;Hunter's Meat Market (Natchez, Miss.)--Photographs.;Butchers--Mississippi--Natchez--Photographs.	View of meat market interior.  Three men and a young girl face the camera.  Manuscript note on print verso: Hunter's Meat Market on N Pine next to Jo[?] Bar B Q/ Ed Hunter - owned shop/ killed auto accid 1920-22 (Dr. Dumas[?])/ Mr. Beatty/ Geo Hunter.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804x0854p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/154	154	155.jpg	/LSU_TJP/image/155.jpg
Memorial Hall	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Memorial Hall (Natchez, Miss.)--Photographs.	Photograph of Old Memorial Hall building on Pearl Street.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804x0856p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/155	155	156.jpg	/LSU_TJP/image/156.jpg
Pilgrimage Court	Norman Studio		1937	Natchez (Miss.)--Photographs.;Pilgrimage Garden Club of Natchez--Photographs.	Photograph of the Natchez Pilgrimage king and queen with their court standing on house steps.  Manuscript notes on print verso identify king as Johnny Junkin and queen as Eliza Sims.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804x0857a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/156	156	157.jpg	/LSU_TJP/image/157.jpg
Natchez-under-the-Hill:  D. Moses and Sons	Norman Studio		ca. 1880	Natchez (Miss.)--Photographs.;Natchez-under-the-Hill (Natchez, Miss.)--Photographs.;D. Moses and Sons (Natchez, Miss.)--Photographs.	Hand-tinted print by Dr. Thomas H. Gandy.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804x0858p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/157	157	158.jpg	/LSU_TJP/image/158.jpg
Bluff City Cannery	Norman Studio		ca. 1925	Natchez (Miss.)--Photographs.;Bluff City Cannery (Natchez, Miss.)--Photographs.;Trucks--Mississippi--Natchez--Photographs.	Photograph of the Bluff City Cannery building. A delivery truck is parked in front of the building. Several boxes of canned goods are loaded on the back of the truck bearing labels such as  "Natchez Brand String Beans" and "Natchez Tomatoes." Two African American men by the truck pose for the camera.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804x0916a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/158	158	159.jpg	/LSU_TJP/image/159.jpg
Newsboys	Norman Studio		ca. 1948	Natchez (Miss.)--Photographs.;Newsboys--Mississippi--Natchez--Photographs.	Group photograph of the Natchez Times delivery boys taken outside Earl Norman's Studio.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804111137a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/159	159	160.jpg	/LSU_TJP/image/160.jpg
Commerce St.	Norman Studio		ca. 1880	Natchez (Miss.)--Photographs; Storefronts--Mississippi--Natchez--Photographs; Natchez Sun (Natchez, Miss.)--Photographs; Commerce St.;(Natchez, Miss.)--Photographs	View of Commerce Street connecting Main and Franklin Streets.  Newspaper office of The Natchez Sun visible at left.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP	Glass Plate Negatives; 5.00" x 8.00"	Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780404604a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/160	160	161.jpg	/LSU_TJP/image/161.jpg
Franklin St.	Norman Studios		ca. 1880	Natchez (Miss.)--Photographs; Storefronts--Mississippi--Natchez--Photographs; Aaron Beekman (Natchez, Miss.)--Photographs; Virginia Druella (Natchez, Miss.)--Photographs; S. Schatz (Natchez, Miss.)--Photographs; Meyer Brothers (Natchez, Miss.)--Photographs	Image of storefronts and horse-drawn buggies along Franklin St.  Store signs include Aaron Beekman, Virginia Druella, S. Schatz, and Meyer Brothers.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP	Glass Plate Negatives; 5.00" x 8.00"	Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780404605a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/161	161	162.jpg	/LSU_TJP/image/162.jpg
Meng's Drug Store	Norman Studios		ca. 1880	Natchez (Miss.)--Photographs; Drugstores--Mississippi--Natchez--Photographs; Meng's Drugstore (Natchez, Miss.)--Photographs	Image of wooden building and horse-drawn buggie.  Six men stand near the porch, some facing camera.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP	Glass Plate Negatives; 5.00" x 8.00"	Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780404706a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/162	162	163.jpg	/LSU_TJP/image/163.jpg
Natchez Hotel Waiters	Norman Studios		ca. 1880	Natchez (Miss.)--Photographs; Natchez Hotel (Natchez, Miss.)--Photographs; Waiters--Mississippi--Natchez--Photographs	Seven waiters stand behind empty tables in hotel dining room.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP	Glass Plate Negatives; 5.00" x 8.00"	Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780405320a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/163	163	164.jpg	/LSU_TJP/image/164.jpg
