Title	Issue	Author	Volume	Publication Date	Call Number	Subject	Contributor	Publisher	Description	Collection Information	Copyright	Type	Format	Language	Relation	Coverage	Cite As	Repository Collection Guide	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Sugar Bulletin 2001-08-01	11	American Sugar Cane League	79	2001	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3659	3659	3660.pdf	/p16313coll31/image/3660.pdf
Sugar Bulletin 2001-09-01	12	American Sugar Cane League	79	2001	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3660	3660	3661.pdf	/p16313coll31/image/3661.pdf
Sugar Bulletin 2001-10-01	1	American Sugar Cane League	80	2001	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3661	3661	3662.pdf	/p16313coll31/image/3662.pdf
Sugar Bulletin 2001-11-01	2	American Sugar Cane League	80	2001	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3662	3662	3663.pdf	/p16313coll31/image/3663.pdf
Sugar Bulletin 2001-12-01	3	American Sugar Cane League	80	2001	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3663	3663	3664.pdf	/p16313coll31/image/3664.pdf
Sugar Bulletin 2002-01-01	4	American Sugar Cane League	80	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3664	3664	3665.pdf	/p16313coll31/image/3665.pdf
Sugar Bulletin 2002-02-01	5	American Sugar Cane League	80	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3665	3665	3666.pdf	/p16313coll31/image/3666.pdf
Sugar Bulletin 2002-03-01	6	American Sugar Cane League	80	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3666	3666	3667.pdf	/p16313coll31/image/3667.pdf
Sugar Bulletin 2002-04-01	7	American Sugar Cane League	80	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3667	3667	3668.pdf	/p16313coll31/image/3668.pdf
Sugar Bulletin 2002-05-01	8	American Sugar Cane League	80	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3668	3668	3669.pdf	/p16313coll31/image/3669.pdf
Sugar Bulletin 2002-06-01	9	American Sugar Cane League	80	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3669	3669	3670.pdf	/p16313coll31/image/3670.pdf
Sugar Bulletin 2002-07-01	10	American Sugar Cane League	80	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3670	3670	3671.pdf	/p16313coll31/image/3671.pdf
Sugar Bulletin 2002-08-01	11	American Sugar Cane League	80	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3671	3671	3672.pdf	/p16313coll31/image/3672.pdf
Sugar Bulletin 2002-09-01	12	American Sugar Cane League	80	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3672	3672	3673.pdf	/p16313coll31/image/3673.pdf
Sugar Bulletin 2002-10-01	1	American Sugar Cane League	81	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3673	3673	3674.pdf	/p16313coll31/image/3674.pdf
Sugar Bulletin 2002-11-01	2	American Sugar Cane League	81	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3674	3674	3675.pdf	/p16313coll31/image/3675.pdf
Sugar Bulletin 2002-12-01	3	American Sugar Cane League	81	2002	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3675	3675	3676.pdf	/p16313coll31/image/3676.pdf
Sugar Bulletin 2003-01-01	4	American Sugar Cane League	81	2003	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3676	3676	3677.pdf	/p16313coll31/image/3677.pdf
Sugar Bulletin 2003-02-01	5	American Sugar Cane League	81	2003	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3677	3677	3678.pdf	/p16313coll31/image/3678.pdf
Sugar Bulletin 2003-03-01	6	American Sugar Cane League	81	2003	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3678	3678	3679.pdf	/p16313coll31/image/3679.pdf
