Title	Creator	Contributors	Subject(s)	Description	Notes	Publisher	Date	Type	Series	Digital Reproduction Information	Item URL	Repository	Language	Relation	Coverage-Spatial	Coverage-Temporal	Restrictions	Cataloger	Cataloged Date	Object File Name	Contact and Ordering Information	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Campus, Louisiana State University.			Louisiana State University and Agricultural and Mechanical College--Maps.; Louisiana State University Campus (Baton Rouge, La. : 1886-1926)--Maps.	Map of the LSU campus on the former U.S. Military Reserve in Baton Rouge, La., in 1903.			1903	image	Campus Plans		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-08-05	2009-08-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/321	321	322.jp2	/p120701coll24/image/322.jp2
Plan & contour map from a stadia survey.	Cooper, W. F.	Louisiana State University and Agricultural and Mechanical College. Dept. of Engineering.	Louisiana State University and Agricultural and Mechanical College--Maps.; Louisiana State University Campus (Baton Rouge, La. : 1886-1926)--Maps.	Map of the LSU campus on the former U.S. Military Reserve in Baton Rouge, La., in 1895.			1895	image	Campus Plans		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-08-05	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/322	322	323.jp2	/p120701coll24/image/323.jp2
LSU vs Auburn seismogram, October 08, 1988	Louisiana State University (Baton Rouge, La.). Center for Coastal, Energy & Environmental Resources.		Louisiana State University (Baton Rouge, La.). Center for Coastal, Energy & Environmental Resources.;  Louisiana State University (Baton Rouge, La.)--Football.;  Auburn University--Football.;  Earthquakes--Louisiana--Baton Rouge.;  Earthquake intensity--Louisiana--Baton Rouge.	Seismogram recorded in the Howe-Russell Geoscience Complex during the Louisiana State University vs. Auburn University football game on October 8, 1988. Trailing by six points, LSU quarterback Tommy Hodson threw a touchdown pass to tailback Eddie Fuller on fourth down with 1:47 remaining in the game. The eruption of the crowd registered on the seismograph, shaking the ground as much as a small earthquake.			1988/10/08				See 'reference url' on the navigation bars.						Physical rights are retained by the LSU Libraries. Examination and reproduction are governed by state and federal public records laws.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-10-14	2009-10-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/323	323	324.tif	/p120701coll24/image/324.tif
Program cover																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/324	324	325.jp2	/p120701coll24/image/325.jp2
Page 1																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/325	325	326.jp2	/p120701coll24/image/326.jp2
Page 2																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/326	326	327.jp2	/p120701coll24/image/327.jp2
Page 3																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/327	327	328.jp2	/p120701coll24/image/328.jp2
Page 4																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/328	328	329.jp2	/p120701coll24/image/329.jp2
Page 5																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/329	329	330.jp2	/p120701coll24/image/330.jp2
Page 6																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/330	330	331.jp2	/p120701coll24/image/331.jp2
Page 7																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/331	331	332.jp2	/p120701coll24/image/332.jp2
Page 8																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/332	332	333.jp2	/p120701coll24/image/333.jp2
Page 9																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/333	333	334.jp2	/p120701coll24/image/334.jp2
Page 10																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/334	334	335.jp2	/p120701coll24/image/335.jp2
Page 11																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/335	335	336.jp2	/p120701coll24/image/336.jp2
Page 12																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/336	336	337.jp2	/p120701coll24/image/337.jp2
Page 13																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/337	337	338.jp2	/p120701coll24/image/338.jp2
Page 14																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/338	338	339.jp2	/p120701coll24/image/339.jp2
Page 15																					E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.											2009-11-25	2009-11-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/339	339	340.jp2	/p120701coll24/image/340.jp2
