Title	Date	Description of Original	Notes	Type	Subjects	Digital Collection	Repository	Shelving Location	Cite As	Restrictions	Contact and Ordering Information	Item URL	Collection URL	Digital Reproduction Information	Digitizer	Cataloged Date / Dataloger Initials	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Box 5, Page 66		Inside back cover or Page 66 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 66)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2517	2517	2567.jp2	/p16313coll81/image/2567.jp2
Box 5		Box 5		Image		John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-03-06	2015-03-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2518	2518	2568.cpd	/p16313coll81/image/2568.cpd
Box 3, Album cover		Cover of ""'Our Babies"" Photo Album. J.B. born September 23, 1911, Eloise born August 08, 1913. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 3, folder 1, page 1)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2519	2519	2569.jp2	/p16313coll81/image/2569.jp2
Box 3, Page 2		Page 2 of Photo Album. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1941	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 3, folder 1, page 2)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2520	2520	2570.jp2	/p16313coll81/image/2570.jp2
Box 3, Page 2 Photo A		Page 2 Photo A of Photo Album. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1942	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 3, folder 1, page 2)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2521	2521	2571.jp2	/p16313coll81/image/2571.jp2
Box 3, Page 2 Photo B		Page 2 Photo B of Photo Album. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1943	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 3, folder 1, page 2)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2522	2522	2572.jp2	/p16313coll81/image/2572.jp2
Box 3, Page 3		Page 3 of Photo Album. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1944	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 3, folder 1, page 3)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2523	2523	2573.jp2	/p16313coll81/image/2573.jp2
Box 3, Page 3 Photo A		Page 3 Photo A of Photo Album. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1945	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 3, folder 1, page 3)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2524	2524	2574.jp2	/p16313coll81/image/2574.jp2
Box 3, Page 3 Photo B		Page 3 Photo B of Photo Album. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1946	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 3, folder 1, page 3)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2525	2525	2575.jp2	/p16313coll81/image/2575.jp2
Box 3, Page 3 Photo C		Page 3 Photo C of Photo Album. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1947	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 3, folder 1, page 3)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2526	2526	2576.jp2	/p16313coll81/image/2576.jp2
