Title	Date	Summary	Author	Index Terms	Author's Biographical Information	Addressee's Biographical Information	Finding Aid	Cite as	Repository	Transcriptions/Translations Note	Restrictions	Donor Information	Contact and Ordering Information	Item URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Amélie Duplantier to Antoine Allard Duplantier, 1839 Nov. 15	1839-11-15	Amélie Duplantier, Paris, expresses fears to her cousin, Antoine Allard Duplantier, Voiron, France, over not having heard from her mother in a month and a half.  She reports that she and her accompanying aunt were sick with colds as well.  She asks for seeds, nuts, and almonds to send to her Avart grandmother in Louisiana and gives her Parisian address as 10 Rue d’Alger.  The addresser refers to herself as both the addressee's cousin and niece, and she sends her regards to her cousins Henriette, Amélie, and Séraphin.  She adds that her Aunt Avart sends her best to the writer's Aunt Allard.	Peniston, Amélie Duplantier, 1821-1845.	French Americans--Family relationships--Louisiana.; Extended families--France.; Tourists--France.	The eldest daughter of Armand Gabriel Allard Duplantier’s third son, Guy Allard Duplantier, and his wife Antoinette Azema Avart (d. 1881), Amélie Augustine Allard Duplantier was reared as a ward of her aunt the widowed Mrs. Louis Robert Avart (née Claude Augustine EugénieDelachaise).  Amélie and her aunt travelled to France, taking the grand tour from 1839 to 1841. While there, they visited the Allard ancestral home of Le Plantier in Voiron, as well as Paris, Lyon, Cauterets, and Bagnères-de-Bigorre.  Amélie married a young doctor, Thomas Peniston (1815-1863), in 1842 and bore him one son, Thomas Joseph Allard Peniston (1844-1881).  Amélie died in 1845.  In creating New Orleans' Faubourg St. Joseph in 1849, Mrs. Avart  named Amelia Street in her niece's memory and Peniston Street for Amélie’s husband.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/496	496	497.cpd	/p16313coll34/image/497.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/497	497	498.jp2	/p16313coll34/image/498.jp2
Page2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/498	498	499.jp2	/p16313coll34/image/499.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/499	499	500.jp2	/p16313coll34/image/500.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/500	500	501.jp2	/p16313coll34/image/501.jp2
duplantierf06012e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/501	501	502.pdf	/p16313coll34/image/502.pdf
duplantierf06012f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/502	502	503.pdf	/p16313coll34/image/503.pdf
Amélie Duplantier to Antoine Allard Duplantier, 1840 Aug. 27	1840-08-27	Amélie Duplantier, Barèges, France, addresses her cousin Antoine Allard Duplantier, Voiron, France, as « uncle. »  She says the more sulphuric waters at Barèges have helped her aunt.  She relates that they will be travelling to Voiron via Tarbes and Toulouse and that they would like to visit Switzerland and Italy before returning to Louisiana in the spring.  She offers a travelling spot to either the recipient or to 'Uncle' Séraphin.  Duplantier adds that while her 'Uncle Tivollier' might not be able to make the trip because of his occupations, the addressee would find Italy interesting because of his interest in insect hunting.  The writer asserts that she is glad that 'Aunt' Henriette is better after having been to the thermal baths, and, in sending best wishes, she mentions her 'Aunt Allard.'	Peniston, Amélie Duplantier, 1821-1845.	French Americans--Family relationships--Louisiana.; Extended families--France.; Tourists--France.; Tourists--Switzerland.; Tourists--Italy.	The eldest daughter of Armand Gabriel Allard Duplantier’s third son, Guy Allard Duplantier, and his wife Antoinette Azema Avart (d. 1881), Amélie Augustine Allard Duplantier was reared as a ward of her aunt the widowed Mrs. Louis Robert Avart (née Claude Augustine EugénieDelachaise).  Amélie and her aunt travelled to France, taking the grand tour from 1839 to 1841. While there, they visited the Allard ancestral home of Le Plantier in Voiron, as well as Paris, Lyon, Cauterets, and Bagnères-de-Bigorre.  Amélie married a young doctor, Thomas Peniston (1815-1863), in 1842 and bore him one son, Thomas Joseph Allard Peniston (1844-1881).  Amélie died in 1845.  In creating New Orleans' Faubourg St. Joseph in 1849, Mrs. Avart  named Amelia Street in her niece's memory and Peniston Street for Amélie’s husband.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/503	503	504.cpd	/p16313coll34/image/504.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/504	504	505.jp2	/p16313coll34/image/505.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/505	505	506.jp2	/p16313coll34/image/506.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/506	506	507.jp2	/p16313coll34/image/507.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/507	507	508.jp2	/p16313coll34/image/508.jp2
duplantierf06011e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/508	508	509.pdf	/p16313coll34/image/509.pdf
duplantierf06011f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/509	509	510.pdf	/p16313coll34/image/510.pdf
Amélie Duplantier to Antoine Allard Duplantier, 1840 July 30	1840-07-30	Amélie Duplantier, Cauterets, France, addresses her cousin Antoine Allard Duplantier, Voiron, France, as 'uncle.'  She says that a Parisian doctor recommended that her accompanying aunt visit the Cauterets baths, and she reports that the latter, while still suffering in the shoulder, can make some movements that were previously impossible.  Duplantier says that she is sorry to hear about the sickness of 'Tante Henriette' [Henriette Paris d’Avancourt de Treffonds, wife of Antoine Frédérique Allard Duplantier, and, therefore, actually the addresser's cousin-in-law].  Duplantier states that she hopes the waters at Uriage, France, will have the same effects on Henriette as the baths at Cauterets had on the writer.  She relates having seen Chartres, Tours, Bordeaux, and Pau, France, on the way to Cauterets, adding that she and her travelling aunt are enchanted by the beautiful mountains.  She recounts that they saw the Lac de Gaube, the Cascade du Ceriset, and the Pont d’Espagne, but not yet the Vallée de Campan, France.  She expresses the hope that her aunt will let her visit Marseille and Switzerland before returning to Paris and notes that her mother is anxious for her to return to Louisiana.  Among those to whom she sends her regards are 'Uncle Séraphin' and 'my little Isabelle.'	Peniston, Amélie Duplantier, 1821-1845.	French Americans--Family relationships--Louisiana.; Extended families--France.; Tourists--France.; Health resorts--France.	The eldest daughter of Armand Gabriel Allard Duplantier’s third son, Guy Allard Duplantier, and his wife Antoinette Azema Avart (d. 1881), Amélie Augustine Allard Duplantier was reared as a ward of her aunt the widowed Mrs. Louis Robert Avart (née Claude Augustine EugénieDelachaise).  Amélie and her aunt travelled to France, taking the grand tour from 1839 to 1841. While there, they visited the Allard ancestral home of Le Plantier in Voiron, as well as Paris, Lyon, Cauterets, and Bagnères-de-Bigorre.  Amélie married a young doctor, Thomas Peniston (1815-1863), in 1842 and bore him one son, Thomas Joseph Allard Peniston (1844-1881).  Amélie died in 1845.  In creating New Orleans' Faubourg St. Joseph in 1849, Mrs. Avart  named Amelia Street in her niece's memory and Peniston Street for Amélie’s husband.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/510	510	511.cpd	/p16313coll34/image/511.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/511	511	512.jp2	/p16313coll34/image/512.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/512	512	513.jp2	/p16313coll34/image/513.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/513	513	514.jp2	/p16313coll34/image/514.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/514	514	515.jp2	/p16313coll34/image/515.jp2
duplantierf06010e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/515	515	516.pdf	/p16313coll34/image/516.pdf
duplantierf06010f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/516	516	517.pdf	/p16313coll34/image/517.pdf
Amélie Duplantier to Antoine Allard Duplantier, 1840 June 22	1840-06-22	Amélie Duplantier, Paris, addresses her cousin Antoine Allard Duplantier as 'uncle.'  She relates that her accompanying aunt's illness has caused the writer to quit her studies and that she has asked to stay in France for six more months. She adds that she and her aunt are going to Bagnères de Bigorre by way of Bordeaux and will return by way of Voiron and Le Plantier.	Peniston, Amélie Duplantier, 1821-1845.	French Americans--Family relationships--Louisiana.; Extended families--France.; Tourists--France.	The eldest daughter of Armand Gabriel Allard Duplantier’s third son, Guy Allard Duplantier, and his wife Antoinette Azema Avart (d. 1881), Amélie Augustine Allard Duplantier was reared as a ward of her aunt the widowed Mrs. Louis Robert Avart (née Claude Augustine EugénieDelachaise).  Amélie and her aunt travelled to France, taking the grand tour from 1839 to 1841. While there, they visited the Allard ancestral home of Le Plantier in Voiron, as well as Paris, Lyon, Cauterets, and Bagnères-de-Bigorre.  Amélie married a young doctor, Thomas Peniston (1815-1863), in 1842 and bore him one son, Thomas Joseph Allard Peniston (1844-1881).  Amélie died in 1845.  In creating New Orleans' Faubourg St. Joseph in 1849, Mrs. Avart  named Amelia Street in her niece's memory and Peniston Street for Amélie’s husband.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/517	517	518.cpd	/p16313coll34/image/518.cpd
