Title	Creator	Contributors	Publisher	Subjects	Description	Notes	Date	Coverage	Original Format	Format	Language	Object File Name	Repository	Restrictions	Cite As	Contact and Ordering Information	Item URL	Collection URL	Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Oral history interview, 1999	Murray, Stephen P.	Louisiana State University (Baton Rouge, La.) Frey Computing Services Center		Coastal ecology--Louisiana; Louisiana State University (Baton Rouge, La.) Dept. of Geology; Louisiana State University (Baton Rouge, La.) Coastal Studies Institute; Russell, Richard Joel, 1895-; Louisiana State University (Baton Rouge, La.) Dept. of Geography and Anthropology;		Video 1 of 1. Time 000800. Recorded by Joel G. Williams and Patricia R. Vince.	1/20/1999		AudioVisual		en	rj000081	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/193	193	8833172492004_rj000081.ram	/RJR/image/8833172492004_rj000081.ram
Calhoun Louisiana climate 1888-1930	Russell, Richard Joel, 1895-			Climatology; Calhoun (La.)--Climate;		1 p. 12x5""			Field notes		en	rj000187	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/194	194	41622172492004_rj000187.jpg	/RJR/image/41622172492004_rj000187.jpg
Antioch climate1912-1919	Russell, Richard Joel, 1895-			;		1 p. 12x5""			Field notes		en	rj000240	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/195	195	41636172492004_rj000240.jpg	/RJR/image/41636172492004_rj000240.jpg
Louisiana Turkey Creek quadrangle	United States. War Dept. Corps of Engineers	United States. Mississippi River Commission.	Engineer Reproduction Plant, U. S. Army Washington, D. C.	Coastal ecology--Louisiana; Louisiana--Maps; Maps; Turkey Creek (La.);		21x16.73""	1933	W0923000; W0921500; N0310000; N0304500; N30°45'00""/W92°15'00""; N30d45'00""/W92d15'00""	Maps		en	rj000028	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with the U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/196	196	38522172492004_rj000028.jpg	/RJR/image/38522172492004_rj000028.jpg
Louisiana State University monthly weather report for August 1933	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 14x8.5""			Field notes		en	rj000118	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/197	197	21345172492004_rj000118.pdf	/RJR/image/21345172492004_rj000118.pdf
Louisiana (Calcasieu Parish) Sulphur quadrangle	United States. Dept. of the Interior. Geological Survey			Coastal ecology--Louisiana; Louisiana--Maps; Maps; Sulphur (La.);		19.38x16.75""		W0933000; W0932230; N0301500; N0300730; N30°07'30""/W93°22'30""; N30d07'30""/W93d22'30""	Maps		en	rj000060	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/198	198	57330172492004_rj000060.jpg	/RJR/image/57330172492004_rj000060.jpg
Oral history interview, 1996	Gremillion, Jack P. F.	Louisiana State University (Baton Rouge, La.) T. Harry Williams Center for Oral History		Submerged lands--Louisiana; Louisiana--Coastal ecology; Coasts-- Louisiana; Mineral resources conservation--Louisiana; Federal government--Louisiana;		2.5x4""; Sound cassette. Tape no. 929. Side B. Time 004215. Hebert, Mary Jacqueline, interviewer.	1/31/1996		Audiocassettes		en	rj000250	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/199	199	7337172492004_rj000250.ram	/RJR/image/7337172492004_rj000250.ram
Louisiana Belle Isle quadrangle	United States. War Dept. Corps of Engineers		Engineer Reproduction Plant	Maps; Belle Isle (Saint Mary Parish, La.); Louisiana--Maps;		21.2x18.36""	1935	W0913000; N29d30'00""/W91d15'00""	Maps		en	rj000001	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/200	200	71315172492004_rj000001.jpg	/RJR/image/71315172492004_rj000001.jpg
Bayou Manchac Louisiana Cooper house terrace	Russell, Richard Joel, 1895-			Soil--Testing; Manchac, Bayou (La.);		1 p. 8x5""			Field notes		en	rj000168	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/201	201	71315172492004_rj000168.jpg	/RJR/image/71315172492004_rj000168.jpg
Lafayette to New Iberia Dec. 30, 1940	Russell, Richard Joel, 1895-71			Local geography; Louisiana; Louisiana--Description and travel;		2 p. 11x8.5""			Field notes		en	rj000066	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/202	202	46331172492004_rj000066.pdf	/RJR/image/46331172492004_rj000066.pdf
Louisiana (Rapides Parish) Boyce quadrangle	United States. Dept. of the Interior. Geological Survey			Maps; Boyce (La.); Coastal ecology--Louisiana; Louisiana--Maps;		19.63x16.85""		W0923730; N0311500; N31°15'00""/W92°37'30""; N31d15'00""/W92d37'30""	Maps		en	rj000011	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/203	203	18218172492004_rj000011.jpg	/RJR/image/18218172492004_rj000011.jpg
LSU geologist says hurricane causing retreat of shoreline			State-Times, Baton Rouge, La.	Coastal ecology--Louisiana; Cameron Parish (La.); Louisiana; Hurricanes--Louisiana; Louisiana State University (Baton Rouge, La.) Dept. of Geology;		Section C page 13	3/26/1958		Articles		en	rj000063	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/204	204	8831172492004_rj000063.pdf	/RJR/image/8831172492004_rj000063.pdf
From Baton Rouge West to Marksville	Russell, Richard Joel, 1895-			Local geography; Louisiana; Louisiana--Description and travel;		7 p. 11 x 8.5""			Field notes		en	rj000064	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/205	205	18231172492004_rj000064.pdf	/RJR/image/18231172492004_rj000064.pdf
Colfax, La. (SE)	United States. Dept. of the Interior. Geological Survey			Maps; Colfax (La.); Coastal ecology--Maps; Louisiana--Maps;		19x15.83""		W0923000; N0313000; N31°30'00""/W92°30'00""; N31d30'00""/W92d30'00""	Maps		en	rj000020	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with the U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/206	206	41620172492004_rj000020.jpg	/RJR/image/41620172492004_rj000020.jpg
