Title	Date	Caption/Description	Notes	Physical description	Cite as	Creator	Subject Headings	Category	Sub-category	Publisher	Restrictions	Repository	Contact and Ordering Information	File Name(s)	File Name	Identifier	Language	Relation	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Chalmette plantations	2005	Sign for Chalmette plantations and ruins in  background.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Plantations--Louisiana; Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Signage, Government, Buildings	Commercial, Governmental, Plantations	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	63	hache0037.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2565	2565	2566.jp2	/p15140coll21/image/2566.jp2
Cemetery	2005	Cemetery park.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Cemeteries--Louisiana	Cemeteries		Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	64	hache0038.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2566	2566	2567.jp2	/p15140coll21/image/2567.jp2
Grave stones	2005	Grave stones at Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Cemeteries--Louisiana; Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Government, Cemeteries	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	55	hache0029.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2567	2567	2568.jp2	/p15140coll21/image/2568.jp2
Oak trees	2005	Line of oaks in cemetery.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Oak--Louisiana	Agriculture	Trees	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	65	hache0039.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2568	2568	2569.jp2	/p15140coll21/image/2569.jp2
St. Bernard Aerospace sign	2005	Sign for St. Bernard Aerospace, LA.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Signs and signboards--Louisiana	Signage	Commercial	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	66	hache0040.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2569	2569	2570.jp2	/p15140coll21/image/2570.jp2
Versailles Oaks	2005	These Versailles Oaks were planted in 1783 by Pierre Denis de la Ronde.  Born New Orleans April 20, 1762.  Died December 2, 1824.  Here he also built a French Colonial residende.  He was lieut. At conquest of W. Florida.  Military Commandant St. bernard, LA.  Member, Cabildo City Council 1778-1804.  Senator, Member, State Constitutional Convention from Parish of Orleans.  Colonel on General Jackson's staff, Major General, Louisiana Militia.  Under these oaks his men camped December 25, 1814.  The Battle of New Orleans was won near here over the English by General Andrew Jackson on January 8, 1815.  Erected by the State of Louisiana, January 8, 1932.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Oak--Louisiana; Historical markers--Louisiana	Signage, Agriculture	Governmental, Trees	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	67	hache0041.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2570	2570	2571.jp2	/p15140coll21/image/2571.jp2
Trees on the side of the road	2005	Trees on the side of the road.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Trees--Louisiana	Agriculture	Trees	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	68	hache0043.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2571	2571	2572.jp2	/p15140coll21/image/2572.jp2
Sign for Fort Beauregard	2005	Sign for Fort Beauregard development, Phase 1.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Signs and signboards--Louisiana	Signage	Commercial	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	69	hache0044.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2572	2572	2573.jp2	/p15140coll21/image/2573.jp2
Boat with crab nets	2005	Boat with crab nets.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Boats and boating--Louisiana; Crabbing--Louisiana--Equipment and Supplies; Fishing nets--Louisiana	Vehicles, Fishing-commercial	Boats, Crabs	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	72	hache0045.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2573	2573	2574.jp2	/p15140coll21/image/2574.jp2
Sign for Hopedale Sugar Mill	2005	Here at La Chincha, owned by Pierre Ruiz, are the remains of a steam engine sugar mill evaporator put in by Edgar Ruiz in November 1870, the last devide of its kind in St. Bernard Parish, a relic of a by-gone era.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Sugar factories--Louisiana; Historical markers--Louisiana	Signage, Agriculture	Governmental, Sugarcane	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	73	hache0046.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2574	2574	2575.jp2	/p15140coll21/image/2575.jp2
Grave stones	2005	Grave stones at Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Cemeteries--Louisiana; Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Government, Cemeteries	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	56	hache0030.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2575	2575	2576.jp2	/p15140coll21/image/2576.jp2
Boats in the water	2005	Two boats side by side in the water, LA.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Boats and boating--Louisiana	Vehicles	Boats	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	75	hache0048.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2576	2576	2577.jp2	/p15140coll21/image/2577.jp2
