Title	Author	Date	Dates	Physical Description	Description / Notes	Biographical Note	Language	Type	Subjects	Digital Collection	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Item URL	Contributors	Publisher	Format	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/331	331	332.jp2	/p16313coll8/image/332.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/332	332	333.jp2	/p16313coll8/image/333.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/333	333	334.jp2	/p16313coll8/image/334.jp2
5b03f1332e_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/334	334	335.pdf	/p16313coll8/image/335.pdf
Letter from Frank Babin to Henrietta Lauzin, 1865 Mar. 01	Babin, Frank.	1865-03-01	1865	letter (4p.)	Frank Babin, Williams Plantation, Near Alexandria, Louisiana, writes to Henrietta Lauzin, West Baton Rouge, opining on the current condition of the Confederacy and discussing mutual acquaintances.  In describing the armies of Sherman and Lee, he states 'Heaven only knows what is to be the result- when the armies come against each another- let us hope for the best and expect the worst.'  He then describes how he came by the nickname Zozotte.  Following this, he provides an amusing account of their encampment in Prairie Hayes, stating 'during our round we stopped at several houses- and in all of them we noticed that everything chewed tobacco' and states that he hopes 'my wife will be anything but a tobacco chewer.'	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; United States--History--Civil War, 1861-1865--Public opinion.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/335	335	336.cpd	/p16313coll8/image/336.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/336	336	337.jp2	/p16313coll8/image/337.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/337	337	338.jp2	/p16313coll8/image/338.jp2
5b03f1334c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/338	338	339.pdf	/p16313coll8/image/339.pdf
Letter from Frank Babin to Henrietta Lauzin, 1865 Apr. 16	Babin, Frank.	1865-04-16	1865	letter (2p.)	Frank Babin, Camp on Jean Prudhomme's plantation, Louisiana, writes to Henrietta Lauzin, West Baton Rouge.  He initially relays sadness due to the fact that she has forwarded mail through him, but sent him nothing, stating ' Ah how could you be so cruel?'  He then states 'I don't know about your getting a good husband- but one thing- you cannot find another that will love you as I do.  He then asks her to marry him and requests that she not 'evade the question....but answer it Frankly and fairly.'	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; Marriage proposals--Louisiana.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/339	339	340.cpd	/p16313coll8/image/340.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/340	340	341.jp2	/p16313coll8/image/341.jp2
5b03f1338b_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/341	341	342.pdf	/p16313coll8/image/342.pdf
Letter from Frank Babin to Henrietta Lauzin, 1865 July 18	Babin, Frank.	1865-07-18	1865	letter (1 leaf)	Frank Babin, 'At Sister Fannie's', Louisiana, writes to Henrietta Lauzin, West Baton Rouge, explaining that he has been detained at his sister's  house and that he will not arrive 'til next week.'	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/342	342	343.cpd	/p16313coll8/image/343.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/343	343	344.jp2	/p16313coll8/image/344.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/344	344	345.jp2	/p16313coll8/image/345.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/345	345	346.jp2	/p16313coll8/image/346.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/346	346	347.jp2	/p16313coll8/image/347.jp2
5b03f1341e_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/347	347	348.pdf	/p16313coll8/image/348.pdf
Letter from Frank Babin to Henrietta Lauzin, 1865 Nov. 28	Babin, Frank.	1865-11-28	1865	letter (4p.)	Frank Babin, Babina Plantation, Louisiana, writes to Henrietta Lauzin, West Baton Rouge.  He comments on a suit she is making for him and states that he is sending her materials to finish it.  He then comments on a medicinal concoction used in a variety of treatments and states that perhaps she could take some for her broken heart.	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/348	348	349.cpd	/p16313coll8/image/349.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/349	349	350.jp2	/p16313coll8/image/350.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/350	350	351.jp2	/p16313coll8/image/351.jp2
5b03f1347c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/351	351	352.pdf	/p16313coll8/image/352.pdf
Letter from Frank Babin to Henrietta Lauzin, 1866 Nov. 23	Babin, Frank.	1866-11-23	1866	letter (4p.)	Frank Babin, Well's Landing, West Baton Rouge, writes to Henrietta Lauzin, Baton Rouge, lamenting his current financial condition.  He states that he is besieged by creditors and was forced to appear in court to contest the sale of his plantation to satisfy  his debts.  Before closing, he comments that he might leave the United States, stating that while he does not like Mexico, 'it certainly will not be worse than the hell I am in'.	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/352	352	353.cpd	/p16313coll8/image/353.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/353	353	354.jp2	/p16313coll8/image/354.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/354	354	355.jp2	/p16313coll8/image/355.jp2
5b02f1103c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/355	355	356.pdf	/p16313coll8/image/356.pdf
Letter from Francis F. Palms to Henrietta Lauzin, 1861 May 02	Palms, Francis F., 1837-1904.	1861-05-02	1861	letter (2 p.)	Francis Palms writes his friend, Henrietta Lauzin, Baton Rouge, to inform her that he would not be able to fulfill a request that he deliver a letter from Henrietta's mother to his uncle due to his being incapacitated by 'chills and fever'.  He does state that he had a 'Mr. B. Stevens' deliver the letter instead.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 11	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/356	356	357.cpd	/p16313coll8/image/357.cpd
