Title	Photographer	Date	Subject	Description	Type	Original Format	Original Size	Collection Number	Digital Collection	Repository Collection	Repository	Digital Reproduction Information	Restrictions	Cite As	Contact and Ordering Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
NOPD Officers dining at Maloney's Banquet Hall	Donn Young	2003 May 27	; New Orleans (La.)--Photographs; New Orleans (La.<br><br> Police Dept.<br><br> Police--Louisiana--New Orleans--Photographs	Three NOPD officers being served a meal at Maloney's Banquet Hall	Image	TIF	5.62 MB	494438220b020	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2008-03-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/258	258	259.jpg	Volume19\494438220b020.tif	/LSU_DYP/image/259.jpg
Deacon John	Donn Young	unknown	Deacon John (Musician)--Photographs; Musicians--Photographs; New Orleans (La.)--Photographs;	Portrait of musician Deacon John	Image	TIF	4.60 MB	494438229a001	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/259	259	260.jpg	Volume19\494438229a001.tif	/LSU_DYP/image/260.jpg
Rockin Doopsie Jr.	Donn Young	unknown	Rockin’ Dopsie, Jr.--Photographs; ; New Orleans (La.)--Photographs; Musicians--Photographs	Image of performance my musician Rockin Doopsie Jr.	Image	TIF	4.45 MB	494438229a009	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2008-03-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/260	260	261.jpg	Volume19\494438229a009.tif	/LSU_DYP/image/261.jpg
Ambassador Chan Heng Chee (Singapore) and Mike Foster	Tracie Morris Schaefer	2002 December 18	New Orleans (La.)--Photographs; Chan, Heng Chee--Photographs; ; Foster, Murphy J.(Murphy James) 1930--Photographs	Ambassador Chan Heng Chee (Singapore) meeting with Governor Mike Foster.	Image	TIF	7.51 MB	494438230a065	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by Tracie Morris Schaefer. Copyright of the original material is retained in accordance with U.S. copyright laws.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2008-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/261	261	262.jpg	Volume19\494438230a065.tif	/LSU_DYP/image/262.jpg
Ava Kay Jones	Tracie Morris Schaefer	2003 February 17	Jones, Ava Kay--Photographs; ; New Orleans (La.)--Photographs	Portrait of Voodoo priestess Ava Kay Jones posing with a snake	Image	TIF	335 KB	494438232aava	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by Tracie Morris Schaefer. Copyright of the original material is retained in accordance with U.S. copyright laws.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2008-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/262	262	263.jpg	Volume19\494438232aava.tif	/LSU_DYP/image/263.jpg
Mardi Gras Indians Performance	Donn Young	2003 October 14	New Orleans (La.)--Photographs; Louisiana--Social life and customs--Photographs; Indians--Louisiana--New Orleans--Costume--Photographs; African American--Louisiana--New Orleans--Costume--Photographs;	Mardi Gras Indians performing at City Park for Geo Intel Conference	Image	TIF	16.8 MB	494438864k009	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/263	263	264.jpg	Volume19\494438864k009.tif	/LSU_DYP/image/264.jpg
Mardi Gras Indian at a Performance	Donn Young	2003 October 14	New Orleans (La.)--Photographs; Louisiana--Social life and customs--Photographs; Indians--Louisiana--New Orleans--Costume--Photographs; African American--Louisiana--New Orleans--Costume--Photographs;	Mardi Gras Indian wearing a pink costume performing at City Park for Geo Intel Conference	Image	jpeg	2.78 MB	494438864k025	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/264	264	265.jpg	Volume19\494438864k025.JPG	/LSU_DYP/image/265.jpg
Cafe Du Monde at Night	Donn Young	2004 February 13	New Orleans (La.)--Photographs;Cafe du Monde (New Orleans, La.)--Photographs;	View of Cafe Du Monde at night.	Image	jpeg	445 KB	494439167a3285Ca	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/265	265	266.jpg	Volume19\494439167a3285Ca.tif	/LSU_DYP/image/266.jpg
La Marquis Cafe at Night	Donn young	2004 February 13	New Orleans (La.)--Photographs;	Exterior night view of the La Marquis Cafe	Image	TIF	9.85 MB	494439167a3285La	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/266	266	267.jpg	Volume19\494439167a3285La.tif	/LSU_DYP/image/267.jpg
NOMA Sculpture Garden: Archer Statue	Donn Young	2004 June 08	New Orleans Museum of Art--Photographs; ; New Orleans (La.)--Photographs	Sculpture in the Sydney and Walda Besthoff Sculpture Garden	Image	TIF	16.8 MB	494439227a002	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/267	267	268.jpg	Volume19\494439227a002.tif	/LSU_DYP/image/268.jpg
NOMA Sculpture Garden: Seated Statues	Donn Young	2004 June 08	New Orleans Museum of Art--Photographs; ; New Orleans (La.)--Photographs	Sculpture in the Sydney and Walda Besthoff Sculpture Garden	Image	TIF	16.8 MB	494439227a022	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/268	268	269.jpg	Volume19\494439227a022.tif	/LSU_DYP/image/269.jpg
NOMA Sculpture Garden: Abstract Statue	Donn Young	2004 June 08	New Orleans Museum of Art--Photographs; ; New Orleans (La.)--Photographs	Sculpture in the Sydney and Walda Besthoff Sculpture Garden	Image	TIF	16.8 MB	494439227a046	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/269	269	270.jpg	Volume19\494439227a046.tif	/LSU_DYP/image/270.jpg
NOMA Sculpture Garden: Entrance	Donn Young	2004 June 08	New Orleans Museum of Art--Photographs; ; New Orleans (La.)--Photographs	Night view of the entrance to the Sydney and Walda Besthoff Sculpture Garden	Image	TIF	16.8 MB	494439227a097	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" from navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/270	270	271.jpg	Volume19\494439227a097.tif	/LSU_DYP/image/271.jpg
NOMA Sculpture Garden: Abstract Statues	Donn Young	2004 June 08	New Orleans Museum of Art--Photographs; ; New Orleans (La.)--Photographs	Abstract statues at the top of a stairway in the Sydney and Walda Besthoff Sculpture Garden.	Image	TIF	16.8 MB	494439227a123	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/271	271	272.jpg	Volume20\494439227a123.tif	/LSU_DYP/image/272.jpg
